Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3025845,"SS2_15_0048_A1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749902",SRX3749902,"Kristian Pietras","Nov 23, 2018"
GSM3025846,"SS2_15_0048_A2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749903",SRX3749903,"Kristian Pietras","Nov 23, 2018"
GSM3025847,"SS2_15_0048_A3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749904",SRX3749904,"Kristian Pietras","Nov 23, 2018"
GSM3025848,"SS2_15_0048_A4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749905",SRX3749905,"Kristian Pietras","Nov 23, 2018"
GSM3025849,"SS2_15_0048_A5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749906",SRX3749906,"Kristian Pietras","Nov 23, 2018"
GSM3025850,"SS2_15_0048_A6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749907",SRX3749907,"Kristian Pietras","Nov 23, 2018"
GSM3025851,"SS2_15_0048_A7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749908",SRX3749908,"Kristian Pietras","Nov 23, 2018"
GSM3025852,"SS2_15_0048_A8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749909",SRX3749909,"Kristian Pietras","Nov 23, 2018"
GSM3025853,"SS2_15_0048_A9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749910",SRX3749910,"Kristian Pietras","Nov 23, 2018"
GSM3025854,"SS2_15_0048_A10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749901",SRX3749901,"Kristian Pietras","Nov 23, 2018"
GSM3025855,"SS2_15_0048_A11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749911",SRX3749911,"Kristian Pietras","Nov 23, 2018"
GSM3025856,"SS2_15_0048_A12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749912",SRX3749912,"Kristian Pietras","Nov 23, 2018"
GSM3025857,"SS2_15_0048_A13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749913",SRX3749913,"Kristian Pietras","Nov 23, 2018"
GSM3025858,"SS2_15_0048_A14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749914",SRX3749914,"Kristian Pietras","Nov 23, 2018"
GSM3025859,"SS2_15_0048_A15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749915",SRX3749915,"Kristian Pietras","Nov 23, 2018"
GSM3025860,"SS2_15_0048_A16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749916",SRX3749916,"Kristian Pietras","Nov 23, 2018"
GSM3025861,"SS2_15_0048_A17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749917",SRX3749917,"Kristian Pietras","Nov 23, 2018"
GSM3025862,"SS2_15_0048_A18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749918",SRX3749918,"Kristian Pietras","Nov 23, 2018"
GSM3025863,"SS2_15_0048_A19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749919",SRX3749919,"Kristian Pietras","Nov 23, 2018"
GSM3025864,"SS2_15_0048_A20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749920",SRX3749920,"Kristian Pietras","Nov 23, 2018"
GSM3025865,"SS2_15_0048_A21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749921",SRX3749921,"Kristian Pietras","Nov 23, 2018"
GSM3025866,"SS2_15_0048_A22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749922",SRX3749922,"Kristian Pietras","Nov 23, 2018"
GSM3025867,"SS2_15_0048_A23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749923",SRX3749923,"Kristian Pietras","Nov 23, 2018"
GSM3025868,"SS2_15_0048_A24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749924",SRX3749924,"Kristian Pietras","Nov 23, 2018"
GSM3025869,"SS2_15_0048_B1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749925",SRX3749925,"Kristian Pietras","Nov 23, 2018"
GSM3025870,"SS2_15_0048_B2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749926",SRX3749926,"Kristian Pietras","Nov 23, 2018"
GSM3025871,"SS2_15_0048_B3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749927",SRX3749927,"Kristian Pietras","Nov 23, 2018"
GSM3025872,"SS2_15_0048_B4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749928",SRX3749928,"Kristian Pietras","Nov 23, 2018"
GSM3025873,"SS2_15_0048_B5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749929",SRX3749929,"Kristian Pietras","Nov 23, 2018"
GSM3025874,"SS2_15_0048_B6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749930",SRX3749930,"Kristian Pietras","Nov 23, 2018"
GSM3025875,"SS2_15_0048_B7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749931",SRX3749931,"Kristian Pietras","Nov 23, 2018"
GSM3025876,"SS2_15_0048_B8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749932",SRX3749932,"Kristian Pietras","Nov 23, 2018"
GSM3025877,"SS2_15_0048_B9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749933",SRX3749933,"Kristian Pietras","Nov 23, 2018"
GSM3025878,"SS2_15_0048_B10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749934",SRX3749934,"Kristian Pietras","Nov 23, 2018"
GSM3025879,"SS2_15_0048_B11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749935",SRX3749935,"Kristian Pietras","Nov 23, 2018"
GSM3025880,"SS2_15_0048_B12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749936",SRX3749936,"Kristian Pietras","Nov 23, 2018"
GSM3025881,"SS2_15_0048_B13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749937",SRX3749937,"Kristian Pietras","Nov 23, 2018"
GSM3025882,"SS2_15_0048_B14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749938",SRX3749938,"Kristian Pietras","Nov 23, 2018"
GSM3025883,"SS2_15_0048_B15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749939",SRX3749939,"Kristian Pietras","Nov 23, 2018"
GSM3025884,"SS2_15_0048_B16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749940",SRX3749940,"Kristian Pietras","Nov 23, 2018"
GSM3025885,"SS2_15_0048_B17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749941",SRX3749941,"Kristian Pietras","Nov 23, 2018"
GSM3025886,"SS2_15_0048_B18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749942",SRX3749942,"Kristian Pietras","Nov 23, 2018"
GSM3025887,"SS2_15_0048_B19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749943",SRX3749943,"Kristian Pietras","Nov 23, 2018"
GSM3025888,"SS2_15_0048_B20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749944",SRX3749944,"Kristian Pietras","Nov 23, 2018"
GSM3025889,"SS2_15_0048_B21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749945",SRX3749945,"Kristian Pietras","Nov 23, 2018"
GSM3025890,"SS2_15_0048_B22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749946",SRX3749946,"Kristian Pietras","Nov 23, 2018"
GSM3025891,"SS2_15_0048_B23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749947",SRX3749947,"Kristian Pietras","Nov 23, 2018"
GSM3025892,"SS2_15_0048_B24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749948",SRX3749948,"Kristian Pietras","Nov 23, 2018"
GSM3025893,"SS2_15_0048_C1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749949",SRX3749949,"Kristian Pietras","Nov 23, 2018"
GSM3025894,"SS2_15_0048_C2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749950",SRX3749950,"Kristian Pietras","Nov 23, 2018"
GSM3025895,"SS2_15_0048_C3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749951",SRX3749951,"Kristian Pietras","Nov 23, 2018"
GSM3025896,"SS2_15_0048_C4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749952",SRX3749952,"Kristian Pietras","Nov 23, 2018"
GSM3025897,"SS2_15_0048_C5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749953",SRX3749953,"Kristian Pietras","Nov 23, 2018"
GSM3025898,"SS2_15_0048_C6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749954",SRX3749954,"Kristian Pietras","Nov 23, 2018"
GSM3025899,"SS2_15_0048_C7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749955",SRX3749955,"Kristian Pietras","Nov 23, 2018"
GSM3025900,"SS2_15_0048_C8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749956",SRX3749956,"Kristian Pietras","Nov 23, 2018"
GSM3025901,"SS2_15_0048_C9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749957",SRX3749957,"Kristian Pietras","Nov 23, 2018"
GSM3025902,"SS2_15_0048_C10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749958",SRX3749958,"Kristian Pietras","Nov 23, 2018"
GSM3025903,"SS2_15_0048_C11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749959",SRX3749959,"Kristian Pietras","Nov 23, 2018"
GSM3025904,"SS2_15_0048_C12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749960",SRX3749960,"Kristian Pietras","Nov 23, 2018"
GSM3025905,"SS2_15_0048_C13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749961",SRX3749961,"Kristian Pietras","Nov 23, 2018"
GSM3025906,"SS2_15_0048_C14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749962",SRX3749962,"Kristian Pietras","Nov 23, 2018"
GSM3025907,"SS2_15_0048_C15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749963",SRX3749963,"Kristian Pietras","Nov 23, 2018"
GSM3025908,"SS2_15_0048_C16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749964",SRX3749964,"Kristian Pietras","Nov 23, 2018"
GSM3025909,"SS2_15_0048_C17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749965",SRX3749965,"Kristian Pietras","Nov 23, 2018"
GSM3025910,"SS2_15_0048_C18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749966",SRX3749966,"Kristian Pietras","Nov 23, 2018"
GSM3025911,"SS2_15_0048_C19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749967",SRX3749967,"Kristian Pietras","Nov 23, 2018"
GSM3025912,"SS2_15_0048_C20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749968",SRX3749968,"Kristian Pietras","Nov 23, 2018"
GSM3025913,"SS2_15_0048_C21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749969",SRX3749969,"Kristian Pietras","Nov 23, 2018"
GSM3025914,"SS2_15_0048_C22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749970",SRX3749970,"Kristian Pietras","Nov 23, 2018"
GSM3025915,"SS2_15_0048_C23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749971",SRX3749971,"Kristian Pietras","Nov 23, 2018"
GSM3025916,"SS2_15_0048_C24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749972",SRX3749972,"Kristian Pietras","Nov 23, 2018"
GSM3025917,"SS2_15_0048_D1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749973",SRX3749973,"Kristian Pietras","Nov 23, 2018"
GSM3025918,"SS2_15_0048_D2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749974",SRX3749974,"Kristian Pietras","Nov 23, 2018"
GSM3025919,"SS2_15_0048_D3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749975",SRX3749975,"Kristian Pietras","Nov 23, 2018"
GSM3025920,"SS2_15_0048_D4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749976",SRX3749976,"Kristian Pietras","Nov 23, 2018"
GSM3025921,"SS2_15_0048_D5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749977",SRX3749977,"Kristian Pietras","Nov 23, 2018"
GSM3025922,"SS2_15_0048_D6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749978",SRX3749978,"Kristian Pietras","Nov 23, 2018"
GSM3025923,"SS2_15_0048_D7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749979",SRX3749979,"Kristian Pietras","Nov 23, 2018"
GSM3025924,"SS2_15_0048_D8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749980",SRX3749980,"Kristian Pietras","Nov 23, 2018"
GSM3025925,"SS2_15_0048_D9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749981",SRX3749981,"Kristian Pietras","Nov 23, 2018"
GSM3025926,"SS2_15_0048_D10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749982",SRX3749982,"Kristian Pietras","Nov 23, 2018"
GSM3025927,"SS2_15_0048_D11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749983",SRX3749983,"Kristian Pietras","Nov 23, 2018"
GSM3025928,"SS2_15_0048_D12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749984",SRX3749984,"Kristian Pietras","Nov 23, 2018"
GSM3025929,"SS2_15_0048_D13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749985",SRX3749985,"Kristian Pietras","Nov 23, 2018"
GSM3025930,"SS2_15_0048_D14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749986",SRX3749986,"Kristian Pietras","Nov 23, 2018"
GSM3025931,"SS2_15_0048_D15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749987",SRX3749987,"Kristian Pietras","Nov 23, 2018"
GSM3025932,"SS2_15_0048_D16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749988",SRX3749988,"Kristian Pietras","Nov 23, 2018"
GSM3025933,"SS2_15_0048_D17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749989",SRX3749989,"Kristian Pietras","Nov 23, 2018"
GSM3025934,"SS2_15_0048_D18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749990",SRX3749990,"Kristian Pietras","Nov 23, 2018"
GSM3025935,"SS2_15_0048_D19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749991",SRX3749991,"Kristian Pietras","Nov 23, 2018"
GSM3025936,"SS2_15_0048_D20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749992",SRX3749992,"Kristian Pietras","Nov 23, 2018"
GSM3025937,"SS2_15_0048_D21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749993",SRX3749993,"Kristian Pietras","Nov 23, 2018"
GSM3025938,"SS2_15_0048_D22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749994",SRX3749994,"Kristian Pietras","Nov 23, 2018"
GSM3025939,"SS2_15_0048_D23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749995",SRX3749995,"Kristian Pietras","Nov 23, 2018"
GSM3025940,"SS2_15_0048_D24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749996",SRX3749996,"Kristian Pietras","Nov 23, 2018"
GSM3025941,"SS2_15_0048_E1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749997",SRX3749997,"Kristian Pietras","Nov 23, 2018"
GSM3025942,"SS2_15_0048_E2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749998",SRX3749998,"Kristian Pietras","Nov 23, 2018"
GSM3025943,"SS2_15_0048_E3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3749999",SRX3749999,"Kristian Pietras","Nov 23, 2018"
GSM3025944,"SS2_15_0048_E4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750000",SRX3750000,"Kristian Pietras","Nov 23, 2018"
GSM3025945,"SS2_15_0048_E5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750001",SRX3750001,"Kristian Pietras","Nov 23, 2018"
GSM3025946,"SS2_15_0048_E6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750002",SRX3750002,"Kristian Pietras","Nov 23, 2018"
GSM3025947,"SS2_15_0048_E7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750003",SRX3750003,"Kristian Pietras","Nov 23, 2018"
GSM3025948,"SS2_15_0048_E8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750004",SRX3750004,"Kristian Pietras","Nov 23, 2018"
GSM3025949,"SS2_15_0048_E9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750005",SRX3750005,"Kristian Pietras","Nov 23, 2018"
GSM3025950,"SS2_15_0048_E10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750006",SRX3750006,"Kristian Pietras","Nov 23, 2018"
GSM3025951,"SS2_15_0048_E11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750007",SRX3750007,"Kristian Pietras","Nov 23, 2018"
GSM3025952,"SS2_15_0048_E12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750008",SRX3750008,"Kristian Pietras","Nov 23, 2018"
GSM3025953,"SS2_15_0048_E13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750009",SRX3750009,"Kristian Pietras","Nov 23, 2018"
GSM3025954,"SS2_15_0048_E14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750010",SRX3750010,"Kristian Pietras","Nov 23, 2018"
GSM3025955,"SS2_15_0048_E15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750011",SRX3750011,"Kristian Pietras","Nov 23, 2018"
GSM3025956,"SS2_15_0048_E16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750012",SRX3750012,"Kristian Pietras","Nov 23, 2018"
GSM3025957,"SS2_15_0048_E17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750013",SRX3750013,"Kristian Pietras","Nov 23, 2018"
GSM3025958,"SS2_15_0048_E18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750014",SRX3750014,"Kristian Pietras","Nov 23, 2018"
GSM3025959,"SS2_15_0048_E19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750015",SRX3750015,"Kristian Pietras","Nov 23, 2018"
GSM3025960,"SS2_15_0048_E20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750016",SRX3750016,"Kristian Pietras","Nov 23, 2018"
GSM3025961,"SS2_15_0048_E21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750017",SRX3750017,"Kristian Pietras","Nov 23, 2018"
