Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3026282,"SS2_15_0049_C6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750338",SRX3750338,"Kristian Pietras","Nov 23, 2018"
GSM3026283,"SS2_15_0049_C7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750339",SRX3750339,"Kristian Pietras","Nov 23, 2018"
GSM3026284,"SS2_15_0049_C8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750340",SRX3750340,"Kristian Pietras","Nov 23, 2018"
GSM3026285,"SS2_15_0049_C9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750341",SRX3750341,"Kristian Pietras","Nov 23, 2018"
GSM3026286,"SS2_15_0049_C10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750342",SRX3750342,"Kristian Pietras","Nov 23, 2018"
GSM3026287,"SS2_15_0049_C11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750343",SRX3750343,"Kristian Pietras","Nov 23, 2018"
GSM3026288,"SS2_15_0049_C12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750344",SRX3750344,"Kristian Pietras","Nov 23, 2018"
GSM3026289,"SS2_15_0049_C13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750345",SRX3750345,"Kristian Pietras","Nov 23, 2018"
GSM3026290,"SS2_15_0049_C14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750346",SRX3750346,"Kristian Pietras","Nov 23, 2018"
GSM3026291,"SS2_15_0049_C15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750347",SRX3750347,"Kristian Pietras","Nov 23, 2018"
GSM3026292,"SS2_15_0049_C16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750348",SRX3750348,"Kristian Pietras","Nov 23, 2018"
GSM3026293,"SS2_15_0049_C17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750349",SRX3750349,"Kristian Pietras","Nov 23, 2018"
GSM3026294,"SS2_15_0049_C18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750350",SRX3750350,"Kristian Pietras","Nov 23, 2018"
GSM3026295,"SS2_15_0049_C19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750351",SRX3750351,"Kristian Pietras","Nov 23, 2018"
GSM3026296,"SS2_15_0049_C20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750352",SRX3750352,"Kristian Pietras","Nov 23, 2018"
GSM3026297,"SS2_15_0049_C21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750353",SRX3750353,"Kristian Pietras","Nov 23, 2018"
GSM3026298,"SS2_15_0049_C22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750354",SRX3750354,"Kristian Pietras","Nov 23, 2018"
GSM3026299,"SS2_15_0049_C23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750355",SRX3750355,"Kristian Pietras","Nov 23, 2018"
GSM3026300,"SS2_15_0049_C24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750356",SRX3750356,"Kristian Pietras","Nov 23, 2018"
GSM3026301,"SS2_15_0049_D1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750357",SRX3750357,"Kristian Pietras","Nov 23, 2018"
GSM3026302,"SS2_15_0049_D2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750358",SRX3750358,"Kristian Pietras","Nov 23, 2018"
GSM3026303,"SS2_15_0049_D3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750359",SRX3750359,"Kristian Pietras","Nov 23, 2018"
GSM3026304,"SS2_15_0049_D4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750360",SRX3750360,"Kristian Pietras","Nov 23, 2018"
GSM3026305,"SS2_15_0049_D5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750361",SRX3750361,"Kristian Pietras","Nov 23, 2018"
GSM3026306,"SS2_15_0049_D6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750362",SRX3750362,"Kristian Pietras","Nov 23, 2018"
GSM3026307,"SS2_15_0049_D7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750363",SRX3750363,"Kristian Pietras","Nov 23, 2018"
GSM3026308,"SS2_15_0049_D8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750364",SRX3750364,"Kristian Pietras","Nov 23, 2018"
GSM3026309,"SS2_15_0049_D9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750365",SRX3750365,"Kristian Pietras","Nov 23, 2018"
GSM3026310,"SS2_15_0049_D10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750366",SRX3750366,"Kristian Pietras","Nov 23, 2018"
GSM3026311,"SS2_15_0049_D11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750367",SRX3750367,"Kristian Pietras","Nov 23, 2018"
GSM3026312,"SS2_15_0049_D12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750368",SRX3750368,"Kristian Pietras","Nov 23, 2018"
GSM3026313,"SS2_15_0049_D13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750369",SRX3750369,"Kristian Pietras","Nov 23, 2018"
GSM3026314,"SS2_15_0049_D14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750370",SRX3750370,"Kristian Pietras","Nov 23, 2018"
GSM3026315,"SS2_15_0049_D15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750371",SRX3750371,"Kristian Pietras","Nov 23, 2018"
GSM3026316,"SS2_15_0049_D16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750372",SRX3750372,"Kristian Pietras","Nov 23, 2018"
GSM3026317,"SS2_15_0049_D17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750373",SRX3750373,"Kristian Pietras","Nov 23, 2018"
GSM3026318,"SS2_15_0049_D18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750374",SRX3750374,"Kristian Pietras","Nov 23, 2018"
GSM3026319,"SS2_15_0049_D19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750375",SRX3750375,"Kristian Pietras","Nov 23, 2018"
GSM3026320,"SS2_15_0049_D20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750376",SRX3750376,"Kristian Pietras","Nov 23, 2018"
GSM3026321,"SS2_15_0049_D21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750377",SRX3750377,"Kristian Pietras","Nov 23, 2018"
GSM3026322,"SS2_15_0049_D22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750378",SRX3750378,"Kristian Pietras","Nov 23, 2018"
GSM3026323,"SS2_15_0049_D23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750379",SRX3750379,"Kristian Pietras","Nov 23, 2018"
GSM3026324,"SS2_15_0049_D24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750380",SRX3750380,"Kristian Pietras","Nov 23, 2018"
GSM3026325,"SS2_15_0049_E1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750381",SRX3750381,"Kristian Pietras","Nov 23, 2018"
GSM3026326,"SS2_15_0049_E2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750382",SRX3750382,"Kristian Pietras","Nov 23, 2018"
GSM3026327,"SS2_15_0049_E3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750383",SRX3750383,"Kristian Pietras","Nov 23, 2018"
GSM3026328,"SS2_15_0049_E4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750384",SRX3750384,"Kristian Pietras","Nov 23, 2018"
GSM3026329,"SS2_15_0049_E5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750385",SRX3750385,"Kristian Pietras","Nov 23, 2018"
GSM3026330,"SS2_15_0049_E6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750386",SRX3750386,"Kristian Pietras","Nov 23, 2018"
GSM3026331,"SS2_15_0049_E7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750387",SRX3750387,"Kristian Pietras","Nov 23, 2018"
GSM3026332,"SS2_15_0049_E8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750388",SRX3750388,"Kristian Pietras","Nov 23, 2018"
GSM3026333,"SS2_15_0049_E9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750389",SRX3750389,"Kristian Pietras","Nov 23, 2018"
GSM3026334,"SS2_15_0049_E10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750390",SRX3750390,"Kristian Pietras","Nov 23, 2018"
GSM3026335,"SS2_15_0049_E11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750391",SRX3750391,"Kristian Pietras","Nov 23, 2018"
GSM3026336,"SS2_15_0049_E12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750392",SRX3750392,"Kristian Pietras","Nov 23, 2018"
GSM3026337,"SS2_15_0049_E13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750393",SRX3750393,"Kristian Pietras","Nov 23, 2018"
GSM3026338,"SS2_15_0049_E14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750394",SRX3750394,"Kristian Pietras","Nov 23, 2018"
GSM3026339,"SS2_15_0049_E15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750395",SRX3750395,"Kristian Pietras","Nov 23, 2018"
GSM3026340,"SS2_15_0049_E16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750396",SRX3750396,"Kristian Pietras","Nov 23, 2018"
GSM3026341,"SS2_15_0049_E17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750397",SRX3750397,"Kristian Pietras","Nov 23, 2018"
GSM3026342,"SS2_15_0049_E18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750398",SRX3750398,"Kristian Pietras","Nov 23, 2018"
GSM3026343,"SS2_15_0049_E19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750399",SRX3750399,"Kristian Pietras","Nov 23, 2018"
GSM3026344,"SS2_15_0049_E20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750400",SRX3750400,"Kristian Pietras","Nov 23, 2018"
GSM3026345,"SS2_15_0049_E21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750401",SRX3750401,"Kristian Pietras","Nov 23, 2018"
GSM3026346,"SS2_15_0049_E22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750402",SRX3750402,"Kristian Pietras","Nov 23, 2018"
GSM3026347,"SS2_15_0049_E23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750403",SRX3750403,"Kristian Pietras","Nov 23, 2018"
GSM3026348,"SS2_15_0049_E24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750404",SRX3750404,"Kristian Pietras","Nov 23, 2018"
GSM3026349,"SS2_15_0049_F1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750405",SRX3750405,"Kristian Pietras","Nov 23, 2018"
GSM3026350,"SS2_15_0049_F2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750406",SRX3750406,"Kristian Pietras","Nov 23, 2018"
GSM3026351,"SS2_15_0049_F3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750407",SRX3750407,"Kristian Pietras","Nov 23, 2018"
GSM3026352,"SS2_15_0049_F4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750408",SRX3750408,"Kristian Pietras","Nov 23, 2018"
GSM3026353,"SS2_15_0049_F5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750409",SRX3750409,"Kristian Pietras","Nov 23, 2018"
GSM3026354,"SS2_15_0049_F6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750410",SRX3750410,"Kristian Pietras","Nov 23, 2018"
GSM3026355,"SS2_15_0049_F7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750411",SRX3750411,"Kristian Pietras","Nov 23, 2018"
GSM3026356,"SS2_15_0049_F8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750412",SRX3750412,"Kristian Pietras","Nov 23, 2018"
GSM3026357,"SS2_15_0049_F9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750413",SRX3750413,"Kristian Pietras","Nov 23, 2018"
GSM3026358,"SS2_15_0049_F10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750414",SRX3750414,"Kristian Pietras","Nov 23, 2018"
GSM3026359,"SS2_15_0049_F11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750415",SRX3750415,"Kristian Pietras","Nov 23, 2018"
GSM3026360,"SS2_15_0049_F12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750416",SRX3750416,"Kristian Pietras","Nov 23, 2018"
GSM3026361,"SS2_15_0049_F13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750417",SRX3750417,"Kristian Pietras","Nov 23, 2018"
GSM3026362,"SS2_15_0049_F14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750418",SRX3750418,"Kristian Pietras","Nov 23, 2018"
GSM3026363,"SS2_15_0049_F15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750419",SRX3750419,"Kristian Pietras","Nov 23, 2018"
GSM3026364,"SS2_15_0049_F16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750420",SRX3750420,"Kristian Pietras","Nov 23, 2018"
GSM3026365,"SS2_15_0049_F17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750421",SRX3750421,"Kristian Pietras","Nov 23, 2018"
GSM3026366,"SS2_15_0049_F18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750422",SRX3750422,"Kristian Pietras","Nov 23, 2018"
GSM3026367,"SS2_15_0049_F19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750423",SRX3750423,"Kristian Pietras","Nov 23, 2018"
GSM3026368,"SS2_15_0049_F20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750424",SRX3750424,"Kristian Pietras","Nov 23, 2018"
GSM3026369,"SS2_15_0049_F21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750425",SRX3750425,"Kristian Pietras","Nov 23, 2018"
GSM3026370,"SS2_15_0049_F22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750426",SRX3750426,"Kristian Pietras","Nov 23, 2018"
GSM3026371,"SS2_15_0049_F23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750427",SRX3750427,"Kristian Pietras","Nov 23, 2018"
GSM3026372,"SS2_15_0049_F24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750428",SRX3750428,"Kristian Pietras","Nov 23, 2018"
GSM3026373,"SS2_15_0049_G1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750429",SRX3750429,"Kristian Pietras","Nov 23, 2018"
GSM3026374,"SS2_15_0049_G2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750430",SRX3750430,"Kristian Pietras","Nov 23, 2018"
GSM3026375,"SS2_15_0049_G3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750431",SRX3750431,"Kristian Pietras","Nov 23, 2018"
GSM3026376,"SS2_15_0049_G4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750432",SRX3750432,"Kristian Pietras","Nov 23, 2018"
GSM3026377,"SS2_15_0049_G5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750433",SRX3750433,"Kristian Pietras","Nov 23, 2018"
GSM3026378,"SS2_15_0049_G6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750434",SRX3750434,"Kristian Pietras","Nov 23, 2018"
GSM3026379,"SS2_15_0049_G7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750435",SRX3750435,"Kristian Pietras","Nov 23, 2018"
GSM3026380,"SS2_15_0049_G8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750436",SRX3750436,"Kristian Pietras","Nov 23, 2018"
GSM3026381,"SS2_15_0049_G9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750437",SRX3750437,"Kristian Pietras","Nov 23, 2018"
GSM3026382,"SS2_15_0049_G10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750438",SRX3750438,"Kristian Pietras","Nov 23, 2018"
GSM3026383,"SS2_15_0049_G11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750439",SRX3750439,"Kristian Pietras","Nov 23, 2018"
GSM3026384,"SS2_15_0049_G12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750440",SRX3750440,"Kristian Pietras","Nov 23, 2018"
GSM3026385,"SS2_15_0049_G13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750441",SRX3750441,"Kristian Pietras","Nov 23, 2018"
GSM3026386,"SS2_15_0049_G14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750442",SRX3750442,"Kristian Pietras","Nov 23, 2018"
GSM3026387,"SS2_15_0049_G15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750443",SRX3750443,"Kristian Pietras","Nov 23, 2018"
GSM3026388,"SS2_15_0049_G16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750444",SRX3750444,"Kristian Pietras","Nov 23, 2018"
GSM3026389,"SS2_15_0049_G17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750445",SRX3750445,"Kristian Pietras","Nov 23, 2018"
GSM3026390,"SS2_15_0049_G18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750446",SRX3750446,"Kristian Pietras","Nov 23, 2018"
GSM3026391,"SS2_15_0049_G19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750447",SRX3750447,"Kristian Pietras","Nov 23, 2018"
GSM3026392,"SS2_15_0049_G20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750448",SRX3750448,"Kristian Pietras","Nov 23, 2018"
GSM3026393,"SS2_15_0049_G21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750449",SRX3750449,"Kristian Pietras","Nov 23, 2018"
GSM3026394,"SS2_15_0049_G22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750450",SRX3750450,"Kristian Pietras","Nov 23, 2018"
GSM3026395,"SS2_15_0049_G23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750451",SRX3750451,"Kristian Pietras","Nov 23, 2018"
GSM3026396,"SS2_15_0049_G24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750452",SRX3750452,"Kristian Pietras","Nov 23, 2018"
GSM3026397,"SS2_15_0049_H1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750453",SRX3750453,"Kristian Pietras","Nov 23, 2018"
GSM3026398,"SS2_15_0049_H2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750454",SRX3750454,"Kristian Pietras","Nov 23, 2018"
